id,nm,lat,lon,countryCode
1256705,Shahpura,27.383333,75.966667,in
3645528,Ciudad Guayana,8.353333000000001,-62.652779,ve
3625710,Upata,8.008611,-62.398888,ve
572090,Borovoy,64.583336,32.133331,ru
471501,Vostochnyy,55.816666000000005,37.866669,ru
3641099,El Vigia,8.621944000000001,-71.65055799999999,ve
3644417,Ejido,8.551389,-71.237503,ve
473021,Vnukovo,55.615002000000004,37.219165999999994,ru
516436,Obninsk,55.096943,36.610279,ru
524649,Mstikhino,54.559470999999995,36.127769,ru
579838,Babynino,54.389998999999996,35.73,ru
523186,Navlya,52.828056000000004,34.49889,ru
582358,Altukhovo,52.669998,34.360001000000004,ru
546633,Kokorevka,52.587223,34.277778999999995,ru
485817,Suzemka,52.31778,34.06889,ru
709584,Druzhba,52.042778000000006,33.945278,ua
688501,Yampil,51.950001,33.783333,ua
711999,Bobrovytsya,50.75,31.383333,ua
550280,Khimki,55.90166899999999,37.4375,ru
542374,Krasnogorsk,55.822497999999996,37.318054,ru
522730,Nemchinovka,55.722778000000005,37.36639,ru
476372,Vatutinki,55.498332999999995,37.3325,ru
468671,Yasnogorsk,54.480278000000006,37.697497999999996,ru
464343,Zasechnoye,53.109165000000004,45.076389,ru
500400,Russkiy Kameshkir,52.858891,46.089169,ru
582926,Alekseyevka,52.299999,48.02,ru
608668,Oral,51.233334,51.366669,kz
610386,Bayganin,48.694721,55.874168000000004,kz
1265961,Kotputli,27.716666999999998,76.199997,in
1276589,Behror,27.883333,76.283333,in
1276666,Bawal,28.083332000000002,76.583336,in
1272822,Dharuhera,28.216666999999998,76.783333,in
1270642,Gurgaon,28.466666999999998,77.033333,in
523750,Naberezhnyye Chelny,55.756111,52.42889,ru
625144,Minsk,53.900002,27.566668,by
571170,Bugulma,54.549999,52.799999,ru
552974,Karabash,54.700001,52.566666000000005,ru
2014006,Ussuriysk,43.798611,131.950836,ru
689037,Vorokhta,48.286945,24.571943,ua
1253405,Varanasi,25.333332000000002,83.0,in
1258642,Ramnagar,25.283333,83.033333,in
1262634,Mughal Sarai,25.299999,83.11666899999999,in
1257022,Satna,24.583332000000002,80.833336,in
1260454,Panna,24.716667,80.199997,in
1275120,Bulandshahr,28.4,77.849998,in
1256532,Shikarpur,28.283333000000002,78.01666999999999,in
1272653,Dibai,28.216666999999998,78.25,in
1261837,Naraura,28.200001,78.38333100000001,in
1257800,Sahaswan,28.083332000000002,78.75,in
1253918,Ujhani,28.016665999999997,79.01666999999999,in
1268540,Kakrala,27.9,79.199997,in
1253673,Usehat,27.816668,79.25,in
1269447,Jalalabad,27.716666999999998,79.666664,in
1278990,Allahganj,27.549999,79.683334,in
1270370,Hardoi,27.416667999999998,80.11666899999999,in
1257459,Sandila,27.083332000000002,80.51666999999999,in
1264085,Malihabad,26.916667999999998,80.716667,in
1268545,Kakori,26.883333,80.800003,in
1264733,Lucknow,26.85,80.916664,in
1270890,Goshainganj,26.766665999999997,81.11666899999999,in
1257005,Satrikh,26.866667,81.199997,in
1252698,Zaidpur,26.833332000000002,81.333336,in
1254536,Tikaitnagar,26.950001,81.583336,in
1283621,Bhairahawa,27.5,83.449997,np
1283613,Bharatpur,27.683332,84.433334,np
1283190,Kirtipur,27.666667999999998,85.283333,np
1282931,Patan,27.666667999999998,85.333336,np
692672,Stavyshche,50.400002,29.533333000000002,ua
711390,Brovary,50.5,30.766665999999997,ua
694558,Semypolky,50.716667,30.933332,ua
578953,Barvikha,55.740002000000004,37.27,ru
509998,Petrovo-Dalneye,55.746113,37.18111,ru
521821,Nikolina Gora,55.734443999999996,37.041389,ru
461920,Zvenigorod,55.733334,36.8475,ru
480685,Tuchkovo,55.601112,36.468056,ru
541286,Kratovo,55.58694499999999,38.204723,ru
545405,Konobeyevo,55.406387,38.662498,ru
471656,Voskresensk,55.3125,38.663612,ru
502345,Rechitsy,55.597778000000005,38.46389,ru
525396,Monino,55.838055000000004,38.194443,ru
516305,Obukhovo,55.832779,38.272498999999996,ru
556463,Imeni Vorovskogo,55.72333100000001,38.341389,ru
563523,Elektrostal,55.791943,38.442223,ru
512023,Pavlovskiy Posad,55.784721,38.650555,ru
565007,Drezna,55.745833999999995,38.849724,ru
515186,Opalikha,55.827498999999996,37.255001,ru
518346,Novopetrovskoye,55.992779000000006,36.471942999999996,ru
475845,Verbilki,56.533333,37.599998,ru
580616,Ashitkovo,55.439999,38.59,ru
495515,Shaturtorf,55.567223,39.416942999999996,ru
573922,Bolshiye Vyazemy,55.633331000000005,36.983334,ru
463465,Zhavoronki,55.649723,37.104168,ru
527888,Medvezhyegorsk,62.91666800000001,34.466667,ru
6730265,Obolensk,54.977408999999994,37.224483,ru
496527,Serpukhov,54.921391,37.410831,ru
503581,Pyaozerskiy,65.833336,31.166667999999998,ru
533964,Loukhi,66.076385,33.038055,ru
545673,Konakovo,56.700001,36.766666,ru
461704,Novozavidovskiy,56.549999,36.433334,ru
543106,Kozlovo,56.516666,36.266666,ru
1264773,Loni,28.75,77.283333,in
294166,Mitzpe Ramon,30.609444,34.801109000000004,il
1258972,Raipur,26.049999,74.01666999999999,in
691606,Terny,50.983334,33.983334,ua
565284,Donskoye,52.775833,41.488335,ru
688455,Yaremche,48.458332,24.551945,ua
1506394,Plotnikovo,55.024723,85.943611,ru
518337,Novopodrezkovo,55.942780000000006,37.346668,ru
492448,Skhodnya,55.955833,37.297222,ru
463829,Zelenograd,55.982498,37.181389,ru
583491,Alabushevo,56.009997999999996,37.150002,ru
510225,Petrodvorets,59.884997999999996,29.895832000000002,ru
487227,Strelna,59.84833100000001,30.026112,ru
621729,Horad Smalyavichy,54.033333,28.084166999999997,by
618800,Horad Zhodzina,54.09833100000001,28.3325,by
1283011,Namche Bazar,27.816668,86.716667,np
1253986,Udaipur,24.571167000000003,73.691826,in
1260716,Pali,25.766666,73.333336,in
1268865,Jodhpur,26.286666999999998,73.029999,in
1269507,Jaisalmer,26.914684,70.918076,in
1259148,Pushkar,26.5,74.550003,in
1279159,Ajmer,26.450001,74.63333100000001,in
1267995,Kanpur,26.466666999999998,80.349998,in
1271439,Gaya,24.783333,85.0,in
1275389,Bodh Gaya,24.700001,84.98333000000001,in
479123,Ulyanovsk,54.33333199999999,48.400002,ru
6417535,Mosrentgen,55.618331999999995,37.471111,ru
500843,Rublevo,55.785557,37.355831,ru
469341,Yam,55.484443999999996,37.749168,ru
486968,Stupino,54.900833,38.070831,ru
524423,Muranovo,56.183333999999995,37.900002,ru
490996,Solnechnogorsk,56.183333999999995,36.983334,ru
507599,Pokrov,55.919998,39.176945,ru
495344,Shchelkovo,55.921665000000004,37.99139,ru
562319,Fryazino,55.960556000000004,38.045555,ru
491351,Sofrino,56.150002,37.966667,ru
565381,Domodedovo,55.442223,37.758331,ru
469533,Yakovlevskoye,55.44194399999999,37.950558,ru
568808,Chernogolovka,56.0,38.366669,ru
562322,Fryanovo,56.133331000000005,38.450001,ru
523553,Nakhabino,55.85139100000001,37.181389,ru
495619,Sharya,58.36861,45.514441999999995,ru
529505,Manturovo,58.335278,44.761944,ru
532138,Makaryev,57.879723,43.806946,ru
543494,Kovernino,57.125278,43.814167,ru
559678,Gorodets,56.65139,43.474998,ru
464101,Zavolzhye,56.642776,43.393612,ru
510323,Pestyaki,56.710278,42.671665000000004,ru
559459,Gorokhovets,56.194720999999994,42.700278999999995,ru
524294,Murom,55.56555600000001,42.041668,ru
468030,Yelatma,54.967499,41.750832,ru
551891,Kasimov,54.941113,41.395278999999995,ru
554836,Izhevskoye,54.556667000000004,40.870277,ru
489741,Spassk-Ryazanskiy,54.407222999999995,40.380554,ru
524298,Murmino,54.603611,40.054443,ru
500096,Ryazan,54.619719999999994,39.740002000000004,ru
499975,Rybnoye,54.72555500000001,39.511944,ru
464687,Zaraysk,54.765278,38.88361,ru
513362,Ozherelye,54.796112,38.267223,ru
562321,Fryazevo,55.731944999999996,38.462776,ru
461916,Zvenigovo,55.974167,48.018055,ru
543018,Kozmodemyansk,56.336666,46.57111,ru
572665,Bor,56.356667,44.066944,ru
520555,Nizhniy Novgorod,56.328674,44.002047999999995,ru
522871,Neklyudovo,56.411388,43.981388,ru
513095,Palekh,56.802776,41.857224,ru
466084,Yuzha,56.583057,42.012221999999994,ru
553389,Kameshkovo,56.348057,41.004723,ru
548781,Kideksha,56.41666800000001,40.516666,ru
485824,Suzdal,56.42805500000001,40.441387,ru
561783,Gavrilov Posad,56.559723,40.1175,ru
466215,Yuryev-Polskiy,56.5,39.683334,ru
578641,Bavleny,56.400002,39.560001,ru
546521,Kolchugino,56.299999,39.383331,ru
491687,Smolensk,54.781666,32.040001000000004,ru
628758,Dubrowna,54.573333999999996,30.690556,by
624079,Orsha,54.515278,30.405277,by
630431,Baran,54.47639100000001,30.318056,by
622034,Shklow,54.210834999999996,30.291945000000002,by
625665,Mahilyow,53.91389100000001,30.33639,by
629471,Buynichy,53.85055500000001,30.263889000000002,by
627272,Kirawsk,53.268612,29.473612,by
630468,Babruysk,53.150002,29.233334000000003,by
624034,Asipovichy,53.29333100000001,28.642221000000003,by
626956,Kapyl,53.153057,27.096666,by
624700,Nyasvizh,53.218056000000004,26.672501,by
628182,Haradzyeya,53.316666000000005,26.533333000000002,by
625128,Mir,53.450001,26.466666999999998,by
626939,Karelichy,53.565277,26.137777,by
624785,Navahrudak,53.599998,25.833332000000002,by
621754,Slonim,53.086666,25.321943,by
622997,Pruzhany,52.556667000000004,24.464443,by
629634,Brest,52.099998,23.700001,by
545791,Kommunar,56.116668999999995,40.433334,ru
575609,Bogolyubovo,56.195556999999994,40.529720000000005,ru
543878,Kostroma,57.77083199999999,40.934444,ru
486015,Susanino,58.146111,41.587223,ru
555312,Ivanovo,56.994167000000004,40.985832,ru
562309,Furmanov,57.250831999999996,41.105831,ru
505060,Privolzhsk,57.380832999999996,41.288612,ru
509029,Ples,57.45861800000001,41.515789,ru
542024,Krasnoye-na-Volge,57.512501,41.241943,ru
543704,Kotlas,61.261112,46.655556,ru
505112,Privodino,61.078056000000004,46.504444,ru
542908,Krasavino,60.961388,46.481388,ru
476062,Velikiy Ustyug,60.764442,46.310555,ru
516539,Nyuksenitsa,60.412777,44.239723,ru
481960,Totma,59.974724,42.764168,ru
491025,Soligalich,59.077778,42.286388,ru
567695,Chukhloma,58.752499,42.682499,ru
562161,Galich,58.379723,42.3475,ru
563522,Elektrougli,55.71722,38.207778999999995,ru
489264,Staraya,59.92805500000001,30.620556,ru
709112,Foros,44.400002,33.783333,ua
700997,Miskhor,44.433334,34.083332,ua
712930,Balaklava,44.5,33.599998,ua
688533,Yalta,44.5,34.166668,ua
701619,Massandra,44.516666,34.183334,ua
711527,Nikita,44.533333,34.233334,ua
712576,Inkerman,44.599998,33.599998,ua
694423,Sevastopol,44.599998,33.533333,ua
713513,Alushta,44.666668,34.416668,ua
697653,Perevalnoe,44.833332,34.333332,ua
692315,Sudak,44.849998,34.966667,ua
697124,Koktebel,44.950001,35.25,ua
709161,Feodosiya,45.033333,35.383331,ua
694910,Saky,45.135555,33.603058000000004,ua
690556,Uyutne,45.199444,33.301388,ua
688105,Yevpatoriya,45.197224,33.355831,ua
706524,Kerch,45.358334,36.475834000000006,ua
700550,Mysove,45.450001,35.849998,ua
710687,Chornomorske,45.503887,32.699721999999994,ua
491422,Sochi,43.599998,39.730278000000006,ru
542681,Krasnaya Polyana,43.675835,40.207221999999994,ru
536625,Lazarevskoye,43.906113,39.333057000000004,ru
523048,Nebug,44.171391,39.003613,ru
553514,Kamennomostskiy,44.298332,40.185555,ru
566157,Divnomorskoye,44.50111,38.135277,ru
561667,Gelendzhik,44.573055,38.074721999999994,ru
559317,Goryachiy Klyuch,44.630833,39.130001,ru
584365,Abrau-Dyurso,44.689999,37.59,ru
582181,Anapskaya,44.889998999999996,37.380001,ru
473295,Vityazevo,44.993057,37.271941999999996,ru
473546,Vinogradnyy,45.051666,37.31889,ru
483661,Temryuk,45.272221,37.381111,ru
560513,Golubitskaya,45.322224,37.282222999999995,ru
583811,Akhtanizovskaya,45.32,37.099998,ru
488713,Staronizhestebliyevskaya,45.376667,38.451668,ru
611847,Sokhumi,43.003334,41.015278,ge
615912,Stantsiya Novyy Afon,43.080555,40.838333,ge
615460,Bichvinta,43.159168,40.337776,ge
614622,Gagra,43.328334999999996,40.223888,ge
512039,Pavlovskaya Sloboda,55.81555600000001,37.082778999999995,ru
2014571,Uglovoye,43.328888,132.09166000000002,ru
2021956,Knevichi,43.399165999999994,132.180283,ru
584243,Adler,43.43,39.919998,ru
803494,Orel-Izumrud,43.458332,39.924442,ru
803498,Vysokoye,43.460556,39.965832,ru
549424,Khosta,43.514721,39.868889,ru
823674,Dagomys,43.670277,39.668888,ru
477047,Vardane,43.731667,39.551388,ru
552562,Kardonikskaya,43.861668,41.719444,ru
498462,Sary-Tyuz,43.90139,41.899723,ru
505539,Pregradnaya,43.950832,41.199444,ru
559320,Goryachevodskiy,44.023609,43.092220000000005,ru
494846,Shepsi,44.03611,39.148888,ru
503550,Pyatigorsk,44.048611,43.059444,ru
480716,Tuapse,44.112499,39.074165,ru
526480,Mineralnyye Vody,44.210278,43.135277,ru
581788,Andzhiyevskiy,44.23,43.080002,ru
485871,Suvorovskaya,44.194168,42.653889,ru
535440,Levokumka,44.231667,43.150002,ru
518585,Novomikhaylovskiy,44.258057,38.857777,ru
563601,Dzhubga,44.32111,38.703888,ru
580969,Arkhipo-Osipovka,44.369999,38.52,ru
490747,Soluno-Dmitriyevskoye,44.403057000000004,42.727779,ru
708953,Gaspra,44.433334,34.099998,ua
550846,Khadyzhensk,44.425556,39.531944,ru
581313,Apsheronsk,44.459998999999996,39.73,ru
504376,Pshada,44.468887,38.398056,ru
709075,Partenit,44.577995,34.344635,ua
522377,Nevinnomyssk,44.626667,41.945278,ru
554668,Kabardinka,44.65139,37.94278,ru
537281,Labinsk,44.634167,40.735558000000005,ru
498672,Saratovskaya,44.710278,39.224445,ru
518255,Novorossiysk,44.723888,37.770832,ru
577893,Belorechensk,44.759997999999996,39.869999,ru
502542,Rayevskaya,44.831944,37.555557,ru
496385,Severnoye,44.831944,42.858334,ru
483142,Adygeysk,44.880001,39.189999,ru
517769,Novoukrainskiy,44.896941999999996,38.052223,ru
482582,Tlyustenkhabl,44.98,39.097221000000005,ru
512382,Pashkovskiy,45.023056,39.10611,ru
692714,Staryy Krym,45.033333,35.099998,ua
487846,Stavropol,45.042778000000006,41.973331,ru
542420,Krasnodar,45.032779999999995,38.976944,ru
712587,Bilohirsk,45.049999,34.599998,ua
712427,Berehove,45.099998,35.433334,ua
488606,Starotitarovskaya,45.213612,37.14389,ru
517842,Novotitarovskaya,45.235558000000005,38.979168,ru
550452,Khatukay,45.188889,39.666389,ru
492094,Slavyansk-na-Kubani,45.251945,38.118057,ru
478044,Ust-Labinsk,45.212502,39.68639,ru
481275,Trudobelikovskiy,45.268612,38.163055,ru
509124,Plastunovskaya,45.293888,39.266945,ru
537235,Ladozhskaya,45.308056,39.935001,ru
540761,Kropotkin,45.4375,40.575558,ru
527968,Medvedovskaya,45.453056,39.025833,ru
554173,Kalininskaya,45.482224,38.662777,ru
551669,Kavkazskaya,45.445,40.672779,ru
544896,Korenovsk,45.468613,39.451941999999995,ru
470338,Vyselki,45.579445,39.659721000000005,ru
482965,Timashevsk,45.616943,38.945278,ru
709334,Dzhankoy,45.716667,34.400002,ua
542334,Krasnogvardeyskoye,45.845554,41.518612,ru
556170,Irkliyevskaya,45.853889,39.656113,ru
512533,Parkovyy,45.833057000000004,40.145557000000004,ru
518249,Novorozhdestvenskaya,45.861942,39.954166,ru
483029,Tikhoretsk,45.854721000000005,40.125278,ru
483326,Ternevskaya,45.854168,40.408611,ru
518325,Novopokrovskaya,45.951389,40.700558,ru
540055,Kubanskiy,45.929169,40.580555,ru
704362,Krasnoperekopsk,45.955002,33.792221000000005,ua
488758,Staroleushkovskaya,45.990555,39.763058,ru
578169,Belaya Glina,46.07,40.860001000000004,ru
512051,Pavlovskaya,46.132778,39.785557,ru
712160,Bilhorod-Dnistrovskyy,46.200001,30.35,ua
510613,Peschanokopskoye,46.19611,41.077498999999996,ru
699706,Novooleksiyivka,46.226944,34.642776,ua
697957,Partyzany,46.33139,34.750278,ua
698740,Odessa,46.477474,30.732621999999996,ua
2020689,Luchegorsk,46.476391,134.256943,ru
499161,Salsk,46.4725,41.542778000000006,ru
488742,Starominskaya,46.529999,39.049721000000005,ru
708632,Hola Prystan,46.520557000000004,32.525833,ua
538416,Kushchevskaya,46.556389,39.638611,ru
553159,Kanelovskaya,46.590832,39.189999,ru
565456,Dolzhanskaya,46.631111,37.80389,ru
713743,Yakymivka,46.68972,35.15361,ua
504831,Proletarsk,46.703056,41.719165999999994,ru
466885,Yeysk,46.698890999999996,38.279167,ru
712451,Berdyansk,46.750278,36.794445,ua
701404,Melitopol,46.842220000000005,35.373055,ua
514796,Orlovskiy,46.871387,42.059166,ru
499055,Samarskoye,46.933613,39.681389,ru
699657,Novobohdanivka,47.081944,35.327221,ua
462522,Zimovniki,47.148334999999996,42.463333,ru
583673,Aksay,47.259997999999996,39.869999,ru
501175,Rostov-na-Donu,47.236389,39.71389,ru
691469,Tokmak,47.251389,35.705833,ua
505256,Primorka,47.283611,39.0625,ru
579771,Bagayevskaya,47.32,40.380001,ru
564593,Dubovskoye,47.409168,42.7575,ru
558384,Grushevskaya,47.440556,39.951111,ru
686729,Vasylivka,47.436943,35.274165999999994,ua
2013229,Vyazemskiy,47.537777,134.752502,ru
543728,Kotelnikovo,47.631668,43.146111,ru
707898,Hulyaypole,47.665279,36.257778,ua
528242,Mayskiy,47.693054,40.102501000000004,ru
703555,Kushuhum,47.714443,35.209167,ua
580139,Ayutinskiy,47.77,40.139998999999996,ru
499535,Sadovoye,47.77639,44.508888,ru
703845,Kryvyy Rih,47.916668,33.349998,ua
546579,Koksovyy,48.196667,40.598888,ru
578155,Belaya Kalitva,48.169998,40.779999,ru
525162,Morozovsk,48.353889,41.826111,ru
489062,Staraya Stanitsa,48.349998,40.283333,ru
464130,Masalovka,48.405277000000005,40.270557000000004,ru
706244,Khotyn,48.483334,26.5,ua
561146,Glubokiy,48.521667,40.325832,ru
705392,Kolomyya,48.530556,25.040277,ua
701091,Mynay,48.583332,22.283333,ua
552999,Kapustin Yar,48.583057000000004,45.737221000000005,ru
701405,Meliorativnoye,48.599998,35.366669,ua
699445,Novomoskovsk,48.616669,35.200001,ua
2016412,Smidovich,48.599998,133.816666,ru
690548,Uzhhorod,48.616669,22.299999,ua
486071,Surovikino,48.607777,42.84861,ru
687826,Zalishchyky,48.644721999999994,25.733889,ua
542213,Krasnoslobodsk,48.707221999999994,44.571388,ru
489446,Srednyaya Akhtuba,48.708889,44.866669,ru
706950,Kamieniec Podolski,48.666668,26.566668,ua
536156,Leninsk,48.711945,45.199444,ru
484396,Tarasovskiy,48.729168,40.363609000000004,ru
2026643,Birobidzhan,48.799999,132.949997,ru
1275339,Mumbai,19.01441,72.847939,in
689304,Vovchansk,50.300278000000006,36.946667,ua
487928,Staryy Oskol,51.296665000000004,37.841667,ru
472045,Voronezh,51.666389,39.169998,ru
483541,Terbuny,52.138889,38.278889,ru
575343,Bolokhovo,54.093613,37.818333,ru
484287,Tarusa,54.72333100000001,37.176666,ru
540771,Kronshtadt,59.99361,29.773611,ru
535544,Levashovo,60.102222,30.213057,ru
1252797,Yamunanagar,30.1,77.283333,in
533543,Lukhovitsy,54.972778000000005,39.03611,ru
506782,Polyany,54.712223,39.823055,ru
490846,Solotcha,54.79166800000001,39.844165999999994,ru
514042,Ostrovtsy,55.593887,37.99361,ru
482260,Tomilino,55.655277000000005,37.925278000000006,ru
532615,Lyubertsy,55.677776,37.883331,ru
515698,Olenegorsk,68.150002,33.299999,ru
533933,Lovozero,68.004997,35.011665,ru
2609894,Yantarnyy,54.871666000000005,19.938057,ru
2023469,Irkutsk,52.297779,104.296387,ru
1283018,Nagarkot,27.700001,85.51666999999999,np
1175712,Jiwani,25.049999,61.741668999999995,pk
556283,Inza,53.853333,46.358612,ru
473994,Veshkayma,54.049999,47.133331,ru
526354,Mirnyy,54.366668999999995,48.75,ru
566199,Dimitrovgrad,54.21386,49.618378,ru
479561,Ufa,54.775002,56.037498,ru
479198,Ulu-Telyak,54.908611,56.96694599999999,ru
478071,Ust-Katav,54.93694300000001,58.165558,ru
1495022,Petukhovo,55.069168000000005,67.90194699999999,ru
1520172,Petropavlovsk,54.875278,69.16278100000001,kz
1522203,Kokshetau,53.2775,69.388336,kz
1519244,Shchuchinsk,52.933333999999995,70.199997,kz
1520844,Moyynty,47.221111,73.366943,kz
1519563,Saryshaghan,46.119167,73.619164,kz
1519030,Shu,43.598331,73.761391,kz
1524958,Burunday,43.360279,76.85778,kz
1526384,Almaty,43.25,76.949997,kz
525719,Mokrous,51.233334,47.516666,ru
504000,Pushkino,51.233334,46.983334,ru
505057,Privolzhskiy,51.400002,46.033333,ru
527034,Mikhaylov,54.22916800000001,39.018612,ru
1267154,Khajuraho,24.85,79.933334,in
1274369,Chhala,23.299999,72.76666999999999,in
1279233,Ahmadabad,23.033333,72.61666899999999,in
1255175,Talaja,21.35,72.050003,in
1273287,Delvada,20.766666,71.033333,in
1272502,Diu,20.714052,70.982239,in
498677,Saratov,51.566666,46.033333,ru
477301,Valday,57.974724,33.252499,ru
518970,Novocherkassk,47.418056,40.093887,ru
290030,Doha,25.286667,51.533333,qa
569077,Chernaya,55.746113,38.06889,ru
6697077,Kievskij,55.436417000000006,36.898270000000004,ru
468902,Yaroslavl,57.629870999999994,39.873676,ru
456172,Riga,56.950001,24.1,lv
712374,Berezhani,49.450001,24.933332,ua
515012,Orel,52.96583199999999,36.080276,ru
554318,Kalevala,65.199997,31.166667999999998,ru
563524,Elektrogorsk,55.87944399999999,38.791942999999996,ru
696743,Pokotylivka,49.915279,36.177219,ua
702417,Lyubotyn,49.950001,35.966671000000005,ua
706483,Kharkiv,50.0,36.25,ua
465291,Zalegoshch,52.900829,36.88694,ru
474324,Verkhovye,52.811939,37.2425,ru
497610,Seltso,53.3675,34.099998,ru
571476,Bryansk,53.287498,34.380562,ru
464993,Zaokskiy,54.73056,37.40889,ru
501978,Revyakino,54.36694,37.65889,ru
560154,Gorelki,54.274719,37.618328000000005,ru
480562,Tula,54.204441,37.611111,ru
462377,Zmiyevka,52.66972,36.37389,ru
561313,Glazunovka,52.498611,36.327498999999996,ru
462169,Zolotukhino,52.084171000000005,36.37722,ru
538560,Kursk,51.730282,36.19389,ru
578072,Belgorod,50.610001000000004,36.580002,ru
693598,Slatino,50.224171000000005,36.160831,ua
688696,Vysokyy,49.89056,36.119999,ua
697135,Pivdenne,49.88139,36.07,ua
701347,Merefa,49.819721,36.051941,ua
704363,Krasnopavlivka,49.137218,36.327221,ua
698003,Panyutyne,48.933331,36.283328999999995,ua
687700,Zaporizhzhya,47.816669,35.183331,ua
702072,Malokaterynivka,47.6525,35.253890999999996,ua
696262,Pryshyb,47.260281,35.322781,ua
533008,Lvovskiy,55.314170999999995,37.515831,ru
697889,Pavlohrad,48.51667,35.866669,ua
628175,Haradzishcha,53.316669,26.0,by
561679,Gdov,58.740559,27.81222,ru
510347,Pestravka,52.404999,49.958328,ru
145964,Yeri,35.099998,33.416672,cy
2411585,Gibraltar,36.144740999999996,-5.35257,gi
1861454,Isawa,35.650002,138.633331,jp
1852915,Sasaguri,33.616669,130.533325,jp
2112571,Ishioka,36.183331,140.266663,jp
1849796,Tsu-shi,34.730282,136.50860600000001,jp
2111277,Rifu,38.323608,140.97444199999998,jp
1864750,Beppu,33.273609,131.491943,jp
2014927,Tulun,54.561111,100.57916999999999,ru
2021093,Kuytun,54.341942,101.503609,ru
2012702,Zalari,53.558399,102.5065,ru
